Index;Arithmancy;Astronomy;Herbology;Defense Against the Dark Arts;Divination;Muggle Studies;Ancient Runes;History of Magic;Transfiguration;Potions;Care of Magical Creatures;Charms;Flying;;;;;;;;;;;
405;-0,703096519;1,375417978;0,661294804;-1,375417978;1,075880966;-0,553047326;-0,771530934;0,219478803;0,395827929;-0,301014692;-1,701810413;-0,097732787;0,028050605;;;;;;;;;;;
407;-1,603492521;-0,958653029;0,784897696;0,958653029;0,265046772;1,01566585;0,466552437;0,420650201;0,327306828;0,397220801;-0,140501158;1,341498609;0,067757536;;;;;;;;;;;
408;-1,50525879;-1,330046944;-0,939808021;1,330046944;-1,501413436;-0,735537496;-0,925680191;1,358034228;-0,131492062;1,528791897;0,782542158;-0,099834782;-0,882445692;;;;;;;;;;;
409;-0,04630819;0,973131542;-1,501516814;-0,973131542;0,109791005;-0,62029457;1,014764799;-1,566859643;-2,291433;-0,644500599;-2,157896519;-1,366239415;1,784058919;;;;;;;;;;;
410;-1,161560529;-1,428155594;-0,964835725;1,428155594;-1,527694977;-0,8615221;-1,107950633;0,753221714;0,553298281;1,145459968;-0,69593175;-0,20348691;-0,990616378;;;;;;;;;;;
412;-0,067272706;0,890090318;-1,652836936;-0,890090318;0,074505604;-0,667876523;0,664283751;-1,362268985;-2,150062831;-0,746813917;-0,184220638;-1,408628695;1,413495011;;;;;;;;;;;
413;-1,099924853;-1,168023677;0,850319497;1,168023677;0,414705544;1,34733769;0,858315018;0,593099493;0,646463826;0,826922992;-0,551473377;1,637484968;-0,157487193;;;;;;;;;;;
414;-0,916275695;1,070606448;0,926234278;-1,070606448;0,099570406;0,108450752;-1,361197788;0,946341798;-0,147808228;-0,730928602;-0,090486963;-0,114804808;-0,34343434;;;;;;;;;;;
416;0,440667561;-0,815548727;-1,213325428;0,815548727;-2,56046218;-0,367087453;-0,67929334;-0,227050491;0,740784748;1,297132919;-0,316259785;-1,161743887;-0,604497177;;;;;;;;;;;
417;1,040252712;0,618704137;1,208530163;-0,618704137;0,319799982;-1,08473155;-1,110377177;-0,12179722;0,903641299;-1,223575853;1,021716111;-0,134010691;-0,260950355;;;;;;;;;;;
418;-1,028645499;-1,371170922;-0,454545933;1,371170922;-1,547892827;-0,682582156;-1,03888115;0,087041656;0,431412155;0,144272104;1,024263341;-0,160772146;-0,49356338;;;;;;;;;;;
419;-1,923950119;1,204033835;0,907205391;-1,204033835;-0,070286217;-0,155960777;-1,040164063;0,668740791;-0,02613902;0,24330823;0,346019884;-0,16000737;0,274479186;;;;;;;;;;;
422;-0,763174831;0,946904902;0,777135285;-0,946904902;0,325153629;-0,614048601;-0,528486397;0,170594057;0,339923157;0,230586096;0,142966978;-0,092212063;0,313367417;;;;;;;;;;;
423;0,6597767;0,562472621;1,007922534;-0,562472621;-0,037434291;-0,84700935;-0,898034526;0,661524631;0,598460799;-0,046936243;-0,129823199;-0,087968241;-0,391942292;;;;;;;;;;;
425;-1,687889671;1,421972589;-1,172466833;-1,421972589;0,807711914;-0,006888177;0,640970827;-1,430897942;-2,007994163;-0,886672701;-0,013122028;-0,970444152;1,752538985;;;;;;;;;;;
428;-0,271167596;1,143190319;0,92234554;-1,143190319;0,572638135;-1,197734747;-1,064706207;0,387495463;0,947913994;0,17476757;0,085019731;-0,175464486;-0,171302748;;;;;;;;;;;
429;1,682964866;-1,12470113;0,646539733;1,12470113;0,445610689;1,691659769;1,091004374;0,79735653;0,304419725;0,016773572;0,349608785;1,346897561;-0,822680621;;;;;;;;;;;
430;-0,588989655;0,085782658;-1,629904677;-0,085782658;0,57215144;0,553943082;0,903037639;-1,375037731;-1,446475764;-1,017467307;0,326496483;-0,508180558;0,858519017;;;;;;;;;;;
431;0,845162918;-1,239730808;1,069366033;1,239730808;0,344134741;1,883555122;0,915839217;0,130748929;0,459630296;-0,762628743;-0,249491465;1,500450158;-0,373214538;;;;;;;;;;;
432;1,095000047;0,856337209;0,797538989;-0,856337209;0,797734663;-0,739436531;-0,565292486;0,491068722;0,523432023;-0,329781839;0,551941584;-0,01745525;-0,416810292;;;;;;;;;;;
434;-1,457279998;1,263615926;0,673640154;-1,263615926;0,073775561;0,059202976;-1,344398908;0,837292831;-0,03280196;-0,262038972;-1,23356646;-0,265966344;-0,219913038;;;;;;;;;;;
435;0,594187715;0,639514155;0,580005177;-0,639514155;0,937659531;-0,805105077;-1,081488022;0,779706141;0,765910033;-0,488120768;-0,817157072;0,089797697;-0,919287175;;;;;;;;;;;
436;-0,498422947;-1,475064381;1,006335058;1,475064381;-0,181982764;1,717448493;0,648445062;0,727615085;0,483130264;0,299658628;-0,837291186;1,586313288;-0,410056021;;;;;;;;;;;
437;-0,546461637;-1,691737601;0,38072699;1,691737601;-0,381284446;1,615047044;0,766812193;0,945940025;0,46856771;1,043207461;0,938578952;1,441415629;-0,63970126;;;;;;;;;;;
438;-0,745504739;-0,895566479;-1,122701128;0,895566479;-2,25457425;-0,074365665;-0,480880914;0,034792418;0,374227998;1,522695537;-0,315361152;-0,763719166;-0,353156398;;;;;;;;;;;
439;1,218391197;-0,957844439;0,867411749;0,957844439;0,580425258;1,223820856;0,980991702;0,286240628;-0,241002147;-0,845120282;2,867731012;1,225488299;-0,168744312;;;;;;;;;;;
440;-1,209479422;1,125752891;1,373705714;-1,125752891;-0,136963458;-0,134337566;-1,292124264;0,155750616;-0,059081202;-1,14797578;1,911636089;-0,186765411;0,370983402;;;;;;;;;;;
441;-1,042841471;-1,002155873;0,47526923;1,002155873;0,414218849;1,422311017;0,882448721;0,793916133;0,901184672;1,493332898;0,32614078;1,485051083;-0,437073108;;;;;;;;;;;
442;-1,797564038;-1,101715188;0,962614385;1,101715188;0,431983224;1,625502807;0,944080142;0,082627946;0,954654218;0,785995975;0,831599851;1,714176482;0,168969275;;;;;;;;;;;
444;-0,792644951;-1,088485244;0,372650356;1,088485244;0,286704708;1,895188804;1,069530427;0,285909982;0,649298736;0,798946696;0,536390933;1,398823774;-0,241199227;;;;;;;;;;;
445;1,195450027;0,890990577;0,277676844;-0,890990577;0,649535976;-0,952769478;-1,388573119;0,278290025;1,2028507;-0,736318061;-1,705846895;-0,436354247;-1,079138272;;;;;;;;;;;
446;0,545729734;1,0237699;0,059249278;-1,0237699;0,700152276;-0,937780922;-0,830771538;0,6899105;0,95660665;0,64527387;1,156262906;-0,343857372;-0,802929493;;;;;;;;;;;
447;0,311526144;1,105014061;-0,893015217;-1,105014061;0,53370252;-0,591821334;1,325901416;-1,801514574;-1,503364261;-0,388149781;-1,097912126;-1,009863098;1,887419745;;;;;;;;;;;
448;0,259294551;-1,096515139;0,168023701;1,096515139;0,416652325;1,665874623;1,342231035;0,19104828;0,178344943;0,422221788;1,648536355;1,221118153;-0,199445547;;;;;;;;;;;
449;0,888769111;0,713048423;-1,30241194;-0,713048423;0,201533049;-0,631938177;0,919791131;-1,879800371;-1,985008039;-1,468054219;-0,586286524;-1,279999587;1,555948742;;;;;;;;;;;
451;-2,137967875;1,217255533;0,552016935;-1,217255533;-0,089023982;0,116098809;-0,874046933;2,000169836;-0,321050943;1,720213318;1,102413502;-0,003804233;-0,284487969;;;;;;;;;;;
452;-0,965512358;-1,167458649;-0,835572372;1,167458649;-1,915591047;-0,699005638;-0,925381489;0,237845199;0,651884657;1,18085442;0,201859733;-0,476891905;-0,589965259;;;;;;;;;;;
453;0,72644386;0,780245993;0,707351235;-0,780245993;0,555847151;-0,345139801;-1,060073877;0,389473844;0,373483468;-1,171273099;0,286651293;-0,12499385;-0,601631728;;;;;;;;;;;
455;-2,114248023;-1,345584907;-1,243910373;1,345584907;-2,105402173;-1,15222296;-1,590120231;0,960774057;1,357983285;2,403208489;-1,057043285;-0,467613311;-1,251372202;;;;;;;;;;;
457;-0,822414563;-1,266845537;0,241962376;1,266845537;0,161867391;1,391819915;0,447989214;0,490301763;0,615939985;0,371446825;0,097912506;1,257385814;-0,583825012;;;;;;;;;;;
459;-0,561795683;1,063869001;-1,352072418;-1,063869001;0,223434333;-0,898916389;0,716958183;-1,83664152;-2,281455417;-1,122141006;-2,361621298;-1,394459861;1,986380059;;;;;;;;;;;
461;0,213711704;1,14016832;-1,315218945;-1,14016832;0,115388;-0,540340536;0,982588185;-1,886260617;-2,452714626;-1,27990297;-0,448576428;-1,471888837;1,985356685;;;;;;;;;;;
463;-0,552571296;-0,978197672;0,048964204;0,978197672;0,362142463;1,20152625;0,951755053;0,415680641;0,60464787;1,121722058;0,141544558;1,135952653;-0,33422397;;;;;;;;;;;
464;-0,175569404;0,799356187;0,02672556;-0,799356187;0,790190887;-0,70108806;-0,483659719;0,301558584;0,66363865;0,467793143;-1,762503862;-0,139759026;-0,332177221;;;;;;;;;;;
465;1,095658932;0,861004633;-1,183934982;-0,861004633;-0,157891352;-1,291467474;1,075906152;-2,560997947;-2,708335768;-2,040604388;0,386324844;-1,706845649;2,432264331;;;;;;;;;;;
466;-0,845775023;1,050963378;-0,911695498;-1,050963378;0,681657859;-1,2751338;0,856071393;-2,200925778;-2,035499262;-1,324611869;0,339418172;-1,100067923;2,369531474;;;;;;;;;;;
467;-0,515494052;0,74719581;0,411081906;-0,74719581;0,836426931;-0,523087562;-0,736863427;0,992478129;0,440702052;0,419023225;-0,622332575;0,163315164;-0,559980386;;;;;;;;;;;
469;-0,241338085;1,177048757;-1,386710734;-1,177048757;0,193015883;-0,990776075;0,57552504;-1,683977754;-2,290311171;-1,148066355;0,120402391;-1,517853898;1,815783529;;;;;;;;;;;
470;-1,355811742;-1,496109277;0,352993387;1,496109277;-0,103868185;1,917963021;1,054205378;0,295662041;0,748955408;1,111091305;-0,156944117;1,520540312;-0,186346354;;;;;;;;;;;
471;0,959209884;0,370074567;-1,411520679;-0,370074567;0,213700429;-0,569765424;1,281854823;-1,678770005;-1,633442012;-0,644110886;0,217116921;-1,018436096;1,393129858;;;;;;;;;;;
472;-0,631817166;1,071923378;1,393327563;-1,071923378;0,297412003;0,025278985;-1,36826115;0,982498329;-0,216371323;-1,171043561;0,809252476;0,084696917;-0,26156438;;;;;;;;;;;
474;-1,306754775;1,301487392;1,203951787;-1,301487392;0,141912888;-0,229172642;-1,692610077;0,182314807;0,184461632;-1,430416186;-0,16269888;-0,277983108;0,045652647;;;;;;;;;;;
475;0,428028953;-0,970993406;0,819021336;0,970993406;0,356788816;1,574190115;0,827847195;0,892053797;0,41943388;0,406836734;-0,478040649;1,403091495;-0,601734066;;;;;;;;;;;
476;1,021863836;0,434353408;0,447605462;-0,434353408;0,455587941;-0,327094736;-0,921452776;0,623253544;0,413112333;-0,821866705;2,352287926;-0,047084613;-0,875384408;;;;;;;;;;;
477;-0,088596613;1,014247471;0,66202505;-1,014247471;0,522751878;-0,531754956;-0,948399596;0,302163822;0,478310324;-0,45224799;0,937700326;-0,192995145;-0,25153531;;;;;;;;;;;
478;0,277443832;0,445494986;-1,430518533;-0,445494986;0,461184936;-0,152499104;0,63191822;-1,821503586;-1,924600608;-2,059807106;-0,236056851;-1,005690974;1,217723468;;;;;;;;;;;
479;-1,276925264;-0,614533978;1,209593837;0,614533978;0,808198609;1,673492281;0,819082659;0,406500278;0,614315711;0,340124246;-0,081605521;1,659598591;0,058547165;;;;;;;;;;;
480;-0,511660541;0,990442324;0,992664872;-0,990442324;0,248499136;0,029501707;-0,935187926;0,615509428;-0,14617777;-0,736144992;-0,5109946;-0,037052624;-0,070295685;;;;;;;;;;;
481;-1,304358831;1,077596147;0,574453344;-1,077596147;-0,213617952;-0,153973689;-1,334397561;1,245576613;0,153381224;0,516073559;0,483548654;-0,269413525;-0,459587347;;;;;;;;;;;
482;1,485179634;0,63399652;-1,324304337;-0,63399652;0,129502161;-0,776069068;0,920646471;-1,862092553;-1,86203095;-1,47218608;0,653102694;-1,344454691;1,396097644;;;;;;;;;;;
483;0,808564863;-0,624363071;-1,566092629;0,624363071;-2,12900689;-0,434996419;-0,627495938;0,427513037;0,533406344;1,731446782;0,664033927;-1,168084013;-1,043217827;;;;;;;;;;;
485;0,835399443;1,288157208;0,76542391;-1,288157208;0,373093105;-0,291088058;-1,502047888;-0,014201385;0,496942361;-1,793660276;-1,092890199;-0,560414048;-0,548109241;;;;;;;;;;;
486;0,061090029;-1,546233871;1,237029576;1,546233871;-0,030377211;1,718519571;1,130886369;0,642405829;0,431027151;0,418117517;0,004574812;1,763235925;-0,197091786;;;;;;;;;;;
487;-1,043440457;1,747535747;-1,03927931;-1,747535747;0,644669024;-0,233420592;1,013047372;-1,435639939;-2,092214816;-0,307003612;0,537992695;-1,184448162;2,043996044;;;;;;;;;;;
488;0,488945846;1,273960619;0,846731768;-1,273960619;0,345594827;-0,685169336;-1,570626698;1,146987259;0,687679932;-0,253984201;-1,899374365;-0,337018776;-0,954593595;;;;;;;;;;;
490;-0,076317397;0,712991906;-1,300170478;-0,712991906;0,223434333;-0,750021829;0,96527029;-1,76021512;-1,658408018;-0,614352594;2,512531147;-1,125910964;1,676911609;;;;;;;;;;;
491;-0,456913206;0,699666492;0,488176286;-0,699666492;0,612060446;-0,532154239;-0,772329962;1,333011831;0,370148153;0,733678282;0,634000296;0,174142657;-0,660475762;;;;;;;;;;;
494;0,613834461;1,266954601;0,389127698;-1,266954601;0,800168139;-0,358709446;-0,581522022;-0,220877665;0,404007658;-0,77960723;0,059685481;-0,404971135;-0,097517447;;;;;;;;;;;
495;0,458577248;0,779795081;0,852542111;-0,779795081;-0,126012817;-0,480875421;-0,937107801;0,264531911;0,424899867;-0,506920623;-0,39355384;-0,305916764;-0,21019098;;;;;;;;;;;
496;-0,08182807;-1,502332468;-0,801653656;1,502332468;-1,775666178;-0,93147498;-1,41185917;0,382948674;0,630173665;0,096823059;1,048075557;-0,433922215;-1,151183838;;;;;;;;;;;
497;0,248872192;1,128311777;-1,736824881;-1,128311777;-0,67768182;-1,09579266;0,775300536;-1,788727087;-2,610081839;-0,630941571;-0,745287575;-2,017004256;2,018002331;;;;;;;;;;;
498;0,978916528;-0,97241114;1,024893823;0,97241114;0,619360874;1,790229794;1,138449638;0,519807939;0,608052342;0,063843312;0,01506631;1,546793055;-0,489469882;;;;;;;;;;;
499;-1,556831499;-0,693769366;0,644728304;0,693769366;0,614493922;1,196519664;0,749555096;-0,004962988;0,753047545;0,60608897;3,098315735;1,315903664;0,167638888;;;;;;;;;;;
500;-0,110639304;0,944349288;-1,507375514;-0,944349288;0,043113763;-0,676698733;0,561460456;-1,633121743;-2,054122125;-1,083375027;0,026930823;-1,447633387;1,535481252;;;;;;;;;;;
501;-0,175150114;0,912020279;1,202155866;-0,912020279;0,060391443;-0,979316295;-0,790112875;0,003711943;0,647411459;-0,116806047;-0,320895522;-0,175522527;0,307738858;;;;;;;;;;;
502;0,975502307;0,942639116;0,683258911;-0,942639116;0,287921446;-0,985951;-0,940393965;0,035157886;0,920809703;-0,383632919;-2,06995088;-0,41752051;-0,357556909;;;;;;;;;;;
504;0,874633037;0,929078918;-1,182166854;-0,929078918;0,013182009;-0,745093952;1,233279062;-1,848373249;-1,661663057;-0,443399372;1,178604679;-1,33689229;1,774746211;;;;;;;;;;;
505;-0,54460478;0,737393858;-1,24666768;-0,737393858;0,349245041;-0,738455789;0,755838105;-1,914061805;-1,773303174;-1,110600651;-0,010259388;-1,094032796;1,775564911;;;;;;;;;;;
507;-3,794883402;-0,769933015;0,704576835;0,769933015;0,13558585;1,130818443;0,364223804;0,117719433;0,528477671;1,072312783;-2,296982577;1,368764224;0,61270446;;;;;;;;;;;
508;-0,201086215;1,369673685;0,525144405;-1,369673685;1,209965492;-0,865737394;-0,93712795;0,301689309;0,778301563;-0,193964425;-0,176013073;-0,171370888;-0,328083723;;;;;;;;;;;
509;-0,16191252;1,017605269;0,921929707;-1,017605269;-0,179062593;0,040769454;-1,394157067;0,483963241;0,014741032;-1,183670672;0,311856225;-0,355453054;-0,31856634;;;;;;;;;;;
510;-0,175988695;-1,270420384;0,401997514;1,270420384;0,069395304;1,325182419;0,519791887;0,798547955;0,342725111;0,347907084;-0,3663906;1,249252107;-0,66016875;;;;;;;;;;;
511;-0,655117727;1,193411851;0,487887372;-1,193411851;0,639315377;-1,065592307;-1,009820599;1,283392263;0,860120956;1,346871723;1,705781133;-0,114194809;-0,618210395;;;;;;;;;;;
512;-1,082075065;0,821836907;-1,39261843;-0,821836907;0,338294399;-1,183762406;0,462342931;-1,826307435;-2,105152708;-1,207819256;0,498052761;-1,257025592;1,888545456;;;;;;;;;;;
514;0,621800977;0,600507001;0,755110886;-0,600507001;0,694311934;-0,470291717;-0,911334245;0,94186528;0,374871436;-0,511988567;-1,063349286;0,149578793;-0,771409559;;;;;;;;;;;
515;-1,625415415;-0,5872897;0,911217026;0,5872897;0,650266019;1,01413744;0,815319767;0,322594411;0,791083536;1,097598166;0,706874444;1,429984965;0,218705276;;;;;;;;;;;
516;0,898652382;-1,070670116;0,344776985;1,070670116;0,68555142;2,255053238;1,569885149;-0,185040945;0,413785292;-0,189713998;-1,545811452;1,372248961;-0,262178405;;;;;;;;;;;
517;1,088291402;1,036256762;-0,725171003;-1,036256762;0,395237737;-1,124146438;1,461509397;-2,187508185;-1,522239945;-0,64480793;-0,598239379;-1,166219872;2,161888787;;;;;;;;;;;
518;-0,313635715;-0,875442636;1,065667953;0,875442636;0,760989175;2,084156869;1,350067131;-0,342381913;0,497897132;-0,347103006;1,51083547;1,615932409;0,279800734;;;;;;;;;;;
520;0,181905538;0,655065908;0,723829123;-0,655065908;0,230248066;-0,545101615;-0,640799233;0,852512066;0,333864042;0,314443899;0,063757324;0,006528203;-0,358580283;;;;;;;;;;;
521;-0,837149623;0,647269209;-1,406869224;-0,647269209;0,42224932;-0,562507352;0,54669128;-1,802407711;-1,963016782;-1,472946039;-0,711833471;-1,059267373;1,602512282;;;;;;;;;;;
522;-0,423070487;-1,441858735;-1,039254258;1,441858735;-1,281670556;-1,159115816;-1,427865149;0,949532335;0,67640824;0,72039203;-0,329839233;-0,26175894;-1,462392025;;;;;;;;;;;
523;-0,112615958;0,8798272;-0,749686429;-0,8798272;0,956397296;-0,412651348;1,253015566;-2,154803482;-1,760371317;-1,497463325;0,218145099;-0,722007031;2,049624604;;;;;;;;;;;
524;-0,12944747;-1,202937795;-1,586789422;1,202937795;-1,380226333;-0,395650612;-0,759769512;0,969965034;0,220180918;1,299668057;-1,03236285;-0,466905438;-1,354835364;;;;;;;;;;;
525;0,119790673;-1,300913428;0,764460796;1,300913428;0,187418889;1,58954454;1,126007905;0,340890793;0,067605873;0,029159631;0,638086372;1,440494939;-0,087386039;;;;;;;;;;;
526;0,600956259;0,822217736;-1,458800192;-0,822217736;0,139966107;0,111000295;1,072243697;-1,535899051;-1,856577784;-0,859721864;1,367732086;-1,185465586;1,307882762;;;;;;;;;;;
527;-1,059493287;0,700096743;-1,530727966;-0,700096743;0,340484527;-0,422171925;0,745044908;-1,186035705;-1,305702667;0,167012677;-0,310534553;-0,917058947;1,232664736;;;;;;;;;;;
528;-0,909027962;1,097117075;-1,233353799;-1,097117075;0,487466476;-0,166144541;1,04171061;-1,431733574;-1,567909502;-0,064323135;-2,304776439;-0,948041462;1,65398802;;;;;;;;;;;
530;-0,109321535;-0,690346235;0,737410185;0,690346235;0,744198191;1,487476179;0,892506688;0,426372737;0,893864868;0,591848978;0,217995263;1,391957865;-0,394603066;;;;;;;;;;;
531;0,973525653;0,687242442;0,668755927;-0,687242442;0,304712431;-1,16590619;-0,718773988;0,636101421;0,948628657;0,512693485;-1,897748539;-0,167671059;-0,544834443;;;;;;;;;;;
532;-0,02510408;0,465160483;-1,005284556;-0,465160483;0,404241598;-1,18186567;1,455938876;-2,251374126;-1,665311752;-0,623209922;0,165412533;-0,898122785;2,262793513;;;;;;;;;;;
533;-0,482789408;-1,078642124;0,720722574;1,078642124;0,570448007;2,069021457;1,314734787;0,821215898;0,851105652;1,335969212;-0,263387894;1,768567731;-0,460099034;;;;;;;;;;;
534;0,181186755;-1,34383677;1,098580803;1,34383677;0,411298678;1,953520841;1,073073663;0,786830085;0,673572011;0,406060502;-0,261405827;1,829287726;-0,542071332;;;;;;;;;;;
535;-0,752333182;0,982478757;1,069843025;-0,982478757;0,839833797;-0,645985999;-0,440000296;0,330489864;0,230737701;-0,028753072;0,754400852;0,21297664;0,335267632;;;;;;;;;;;
536;-0,696627468;0,65947073;-1,330766885;-0,65947073;0,538082776;-0,465603826;0,797743423;-1,512228129;-1,497709376;-0,614772169;0,058475169;-0,862803126;1,413290336;;;;;;;;;;;
537;-2,388583686;-1,255529242;0,620134058;1,255529242;0,16697769;1,508731558;0,610100968;0,425760521;1,072368159;1,270521802;0,43151572;1,630621335;-0,137019703;;;;;;;;;;;
538;-0,224806067;-1,069186736;-0,769512416;1,069186736;-1,846967024;-0,973182646;-1,01536219;0,587066558;0,369229719;1,009366538;-0,001356229;-0,569262456;-0,778675518;;;;;;;;;;;
540;-2,417514718;-1,462620701;-1,42975083;1,462620701;-1,838206511;-0,70472572;-1,229045905;0,823649566;1,165474333;2,34688531;-0,424570228;-0,268768245;-1,13061401;;;;;;;;;;;
541;2,285005859;0,402843608;-1,354233431;-0,402843608;0,004178148;-0,754933296;1,138398871;-1,913330803;-1,818539014;-1,497789908;-3,342077781;-1,338781468;1,288336309;;;;;;;;;;;
542;-1,16413617;-0,665294938;1,434940165;0,665294938;0,785323935;1,148559007;1,267845235;0,75282474;0,664155942;1,484330476;0,084791134;1,819518628;0,302110298;;;;;;;;;;;
545;-0,969585463;-0,877684938;0,886513637;0,877684938;0,548303375;1,867630967;1,068130028;0,235224761;0,97022489;0,8059296;-0,067996519;1,611794427;-0,087181364;;;;;;;;;;;
547;-1,205346418;-1,328464567;-0,887847346;1,328464567;-2,317114582;-0,701090164;-1,157889521;-0,320369685;1,333137759;1,156180904;-0,690204594;-0,617802944;-0,588941884;;;;;;;;;;;
548;1,124470166;0,58032318;1,227180422;-0,58032318;0,107844224;-0,593068827;-0,614886531;0,314920498;0,330287828;-0,697524974;0,946624829;-0,016885082;-0,123306484;;;;;;;;;;;
549;0,607784701;0,82262379;-1,346917719;-0,82262379;0,108087572;-0,73260545;0,798518381;-1,777856698;-1,849088054;-1,127201043;1,09277091;-1,357806398;1,524940495;;;;;;;;;;;
550;1,295480716;0,890063552;0,452064913;-0,890063552;0,732274159;-0,728723147;-1,230515879;0,810461159;0,818551201;-0,571189785;-1,254504832;-0,234814258;-1,15230955;;;;;;;;;;;
552;0,332310964;0,826761899;-1,01942873;-0,826761899;0,442447171;-0,960062244;1,011731771;-2,048877844;-1,724607154;-1,158519846;1,852394661;-1,120535912;1,892229605;;;;;;;;;;;
554;1,215336367;1,014656069;0,76495668;-1,014656069;0,639072029;-0,82512757;-1,237734001;-0,169431546;0,892380942;-1,451035279;0,067231528;-0,389409317;-0,534498361;;;;;;;;;;;
555;1,77844326;0,615044739;0,909784944;-0,615044739;0,467998668;-1,05485834;-1,255726255;0,177111401;1,060306954;-1,242744059;-0,967283841;-0,22037229;-0,835779815;;;;;;;;;;;
561;0,646000018;-0,912027783;0,444739995;0,912027783;0,743468148;1,557080592;1,149666772;0,70394813;0,567831642;0,671070725;-1,07189159;1,386925368;-0,635403087;;;;;;;;;;;
563;-0,080390503;0,927833278;-1,088313001;-0,927833278;0,574341568;-0,480770379;1,132366372;-1,876288627;-1,951152939;-1,085971353;-0,872407312;-1,00788629;1,89683479;;;;;;;;;;;
564;2,037924066;0,399113555;0,521270501;-0,399113555;1,025994709;-1,309103351;-0,906044889;0,504074167;1,2960266;-0,507103286;-0,093214571;0,023727688;-1,170525616;;;;;;;;;;;
565;-0,753231661;1,261167403;0,459376673;-1,261167403;1,28613329;-0,68620427;-0,6034403;0,688995813;0,467409;0,44539044;0,792067188;0,067438254;-0,213465778;;;;;;;;;;;
566;0,875711212;0,73936363;0,523386117;-0,73936363;0,411298678;-0,008325601;-1,523857135;1,159501499;0,271221913;-1,197461792;0,701070634;-0,1468332;-1,326999578;;;;;;;;;;;
567;-0,329808342;-1,179128087;0,445298559;1,179128087;0,188635627;1,112325254;0,923966546;0,564347354;0,128522157;0,615863953;0,474366506;1,260632696;-0,173758847;;;;;;;;;;;
568;-0,234569542;-0,960445718;0,658277553;0,960445718;0,397427865;1,584353299;1,00771884;0,312565073;0,410766338;0,348114184;-0,466475626;1,353088601;-0,154928756;;;;;;;;;;;
569;-1,623259064;1,304151802;0,590704851;-1,304151802;0,496470337;-0,189774468;-1,065343061;1,391483672;0,048297397;0,723667501;-1,516719889;-0,024008193;-0,350904974;;;;;;;;;;;
570;1,242230846;0,717332946;0,978158251;-0,717332946;0,895560397;-0,768500048;-1,050690386;0,041548497;0,703254746;-1,606302917;-0,402915308;-0,014847957;-0,542378344;;;;;;;;;;;
571;0,703263096;0,357977304;0,579908091;-0,357977304;0,479922701;-0,98702899;0,066809937;0,616800744;0,582288621;1,058954305;-0,747990014;0,176457468;-0,139168789;;;;;;;;;;;
572;-1,795826978;-1,031533293;0,306734983;1,031533293;0,017562266;1,204460961;0,612835181;0,758699849;0,68629933;1,587996491;-1,66537217;1,274804943;-0,256140495;;;;;;;;;;;
574;1,716747685;0,825600269;0,934588609;-0,825600269;0,213943777;-0,603563183;-1,228329878;-0,227305839;0,679119084;-1,852077111;-0,283283091;-0,441186445;-0,510142047;;;;;;;;;;;
575;-0,054035112;0,70218069;-1,003975489;-0,70218069;0,575801654;-0,79458184;1,234874814;-1,847393633;-1,35112997;-0,41849837;0,37190487;-0,83566156;1,802581998;;;;;;;;;;;
576;0,664628488;0,788942339;1,343105217;-0,788942339;0,270400419;-0,157253138;-1,089920127;-1,073336274;0,107747315;-3,089307831;-0,172932315;-0,258631554;0,37466755;;;;;;;;;;;
579;0,273370726;-1,142089598;-1,724578002;1,142089598;-2,602804661;-0,478974422;-1,210497913;0,927279512;0,513248488;1,697658662;-2,118379241;-1,10499458;-1,521747746;;;;;;;;;;;
580;-0,384915069;0,582760389;-1,626686903;-0,582760389;0,119038214;-0,323953822;0,991306112;-1,37937519;-1,736698551;-0,201928376;-0,313912263;-1,064195168;1,381668064;;;;;;;;;;;
581;1,093203088;0,680422651;-1,866982648;-0,680422651;-0,769423864;-1,146304151;0,813830955;-1,797318003;-2,431844479;-0,84081926;1,082121843;-1,954927695;1,667496563;;;;;;;;;;;
582;1,695064386;0,171382051;0,51170713;-0,171382051;0,422005972;-1,184326462;-0,563763436;0,213204894;1,06543891;-0,14884824;1,04516377;-0,048014408;-0,676849754;;;;;;;;;;;
583;1,215755658;0,587963281;-0,849964231;-0,587963281;0,594539419;-0,947282711;1,134338764;-2,375186612;-1,755051005;-1,980066004;-1,41602956;-1,019209976;1,875753275;;;;;;;;;;;
584;-1,281597356;-1,315711542;0,360318306;1,315711542;-0,014802965;1,281282182;0,69160495;-0,329693568;0,122144498;-0,28142162;0,719364359;1,14749826;0,263733754;;;;;;;;;;;
585;0,108649531;0,885285783;0,940188718;-0,885285783;0,786784021;-0,97465331;-0,506979728;-0,043927943;0,606058054;-0,297757297;0,795065361;0,012746557;0,177258608;;;;;;;;;;;
587;1,347772208;-1,024674367;-1,21411008;1,024674367;-1,619437021;-0,722752476;-1,033590585;0,134722153;0,670418632;0,164493269;1,941416732;-0,863495066;-1,297321717;;;;;;;;;;;
588;0,592450655;-0,939171844;-1,16221091;0,939171844;-1,95477001;-0,667027227;-1,081632648;0,174186974;0,763107798;0,717096867;0,226221979;-0,913338632;-1,0997081;;;;;;;;;;;
589;-0,796897752;-1,168127602;0,771362711;1,168127602;0,144103016;1,954222249;0,775753966;0,594715479;0,687991558;0,571533978;-0,594789826;1,547825274;-0,409544333;;;;;;;;;;;
